Bundesland;Altersgruppen;Geschlecht;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
          Sachsen-Anhalt;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;2;0
          Sachsen-Anhalt;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        25 bis unter 30 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;0;0;0;0;1;1;1;3;0;1;3;1;0
          Sachsen-Anhalt;        25 bis unter 30 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
          Sachsen-Anhalt;        25 bis unter 30 Jahre;        Weiblich;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;0;1;2;1;0
          Sachsen-Anhalt;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;0;1;0;1;0;0;0;0;0;2;2;2;4;0;1;2;1;0
          Sachsen-Anhalt;        30 bis unter 35 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
          Sachsen-Anhalt;        30 bis unter 35 Jahre;        Weiblich;0;0;0;1;0;1;0;0;0;0;0;2;2;2;2;0;1;2;0;0
          Sachsen-Anhalt;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        35 bis unter 40 Jahre;Alle Geschlechter;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0
          Sachsen-Anhalt;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
          Sachsen-Anhalt;        35 bis unter 40 Jahre;        Weiblich;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
          Sachsen-Anhalt;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        40 bis unter 45 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;1;0
          Sachsen-Anhalt;        40 bis unter 45 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
          Sachsen-Anhalt;        40 bis unter 45 Jahre;        Weiblich;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;1;0
          Sachsen-Anhalt;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        45 bis unter 50 Jahre;Alle Geschlechter;0;0;1;0;0;0;0;0;0;0;2;1;1;4;1;2;0;2;0;0
          Sachsen-Anhalt;        45 bis unter 50 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
          Sachsen-Anhalt;        45 bis unter 50 Jahre;        Weiblich;0;0;1;0;0;0;0;0;0;0;2;1;1;3;0;1;0;2;0;0
          Sachsen-Anhalt;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;0;1;3;0
          Sachsen-Anhalt;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;0;1;3;0
          Sachsen-Anhalt;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;2;0
          Sachsen-Anhalt;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
          Sachsen-Anhalt;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0
          Sachsen-Anhalt;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0
          Sachsen-Anhalt;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        60 bis unter 65 Jahre;        Weiblich;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0
          Sachsen-Anhalt;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
          Sachsen-Anhalt;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
          Sachsen-Anhalt;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        80 bis unter 85 Jahre;        Weiblich;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen-Anhalt;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;Alle Altersgruppen;Alle Geschlechter;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;27;89
          Schleswig-Holstein;Alle Altersgruppen;Männlich;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;11;28
          Schleswig-Holstein;Alle Altersgruppen;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;16;61
          Schleswig-Holstein;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
          Schleswig-Holstein;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
          Schleswig-Holstein;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;5;18
          Schleswig-Holstein;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;11
          Schleswig-Holstein;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7
          Schleswig-Holstein;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        25 bis unter 30 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22
          Schleswig-Holstein;        25 bis unter 30 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9
          Schleswig-Holstein;        25 bis unter 30 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
          Schleswig-Holstein;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6
          Schleswig-Holstein;        30 bis unter 35 Jahre;Männlich;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
          Schleswig-Holstein;        30 bis unter 35 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5
          Schleswig-Holstein;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        35 bis unter 40 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
          Schleswig-Holstein;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
          Schleswig-Holstein;        35 bis unter 40 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
          Schleswig-Holstein;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        40 bis unter 45 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7
          Schleswig-Holstein;        40 bis unter 45 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        40 bis unter 45 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7
          Schleswig-Holstein;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        45 bis unter 50 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;5
          Schleswig-Holstein;        45 bis unter 50 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
          Schleswig-Holstein;        45 bis unter 50 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
          Schleswig-Holstein;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;7
          Schleswig-Holstein;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
          Schleswig-Holstein;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;5
          Schleswig-Holstein;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10
          Schleswig-Holstein;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
          Schleswig-Holstein;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8
          Schleswig-Holstein;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
          Schleswig-Holstein;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        60 bis unter 65 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
          Schleswig-Holstein;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
          Schleswig-Holstein;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
          Schleswig-Holstein;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Schleswig-Holstein;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;Alle Altersgruppen;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Thüringen;Alle Altersgruppen;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Thüringen;Alle Altersgruppen;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Thüringen;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Thüringen;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        25 bis unter 30 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        25 bis unter 30 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Thüringen;        25 bis unter 30 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
